sweep_id,run_id,batch_size,opt,lr,wd,rdm_seed,n_layer,n_head,n_embd,embd_pdrop,resid_pdrop,attn_pdrop,datapoints_seen,train_acc,indist_acc,ood_acc
0acb79e7,84b7f2a7,8,adam,0.0001,0,37,3,4,64,0,0,0,60000,0.9979999661445618,1.0,0.8480000495910645
0acb79e7,74f334e4,8,adam,0.0001,0,113,3,4,64,0,0,0,60000,1.0,1.0,0.9980000257492064
0acb79e7,26bef1f1,8,adam,0.0001,0,19,3,4,64,0,0,0,60000,1.0,1.0,0.7010000348091125
0acb79e7,e19a7227,8,adam,0.0001,0,131,3,4,64,0,0,0,60000,0.9988999962806702,1.0,0.9500000476837158
0acb79e7,7ef20fd6,8,adam,0.0001,0,97,3,4,64,0,0,0,60000,0.9997999668121338,1.0,0.9580000638961792
0acb79e7,6dc71cae,8,adam,0.0001,0,7,3,4,64,0,0,0,70000,0.9982999563217164,1.0,0.7770000100135803
0acb79e7,8e1c81e8,8,adam,0.0001,0,53,3,4,64,0,0,0,70000,1.0,1.0,0.9480000734329224
0acb79e7,c6962a2b,8,adam,0.0001,0,71,3,4,64,0,0,0,70000,1.0,1.0,0.8960000276565552
0acb79e7,84b7f2a7,8,adam,0.0001,0,37,3,4,64,0,0,0,70000,0.9995999932289124,1.0,0.8500000238418579
0acb79e7,26bef1f1,8,adam,0.0001,0,19,3,4,64,0,0,0,70000,1.0,1.0,0.7170000076293945
0acb79e7,74f334e4,8,adam,0.0001,0,113,3,4,64,0,0,0,70000,1.0,1.0,0.9960000514984132
0acb79e7,e19a7227,8,adam,0.0001,0,131,3,4,64,0,0,0,70000,1.0,1.0,0.9600000381469728
0acb79e7,7ef20fd6,8,adam,0.0001,0,97,3,4,64,0,0,0,70000,1.0,1.0,0.9530000686645508
0acb79e7,6dc71cae,8,adam,0.0001,0,7,3,4,64,0,0,0,80000,1.0,1.0,0.831000030040741
0acb79e7,8e1c81e8,8,adam,0.0001,0,53,3,4,64,0,0,0,80000,1.0,1.0,0.9470000267028807
0acb79e7,c6962a2b,8,adam,0.0001,0,71,3,4,64,0,0,0,80000,1.0,1.0,0.9030000567436218
0acb79e7,84b7f2a7,8,adam,0.0001,0,37,3,4,64,0,0,0,80000,0.996399998664856,1.0,0.8080000281333923
0acb79e7,26bef1f1,8,adam,0.0001,0,19,3,4,64,0,0,0,80000,1.0,1.0,0.7190000414848328
0acb79e7,74f334e4,8,adam,0.0001,0,113,3,4,64,0,0,0,80000,0.9960999488830566,1.0,0.9960000514984132
0acb79e7,e19a7227,8,adam,0.0001,0,131,3,4,64,0,0,0,80000,1.0,1.0,0.9610000252723694
0acb79e7,7ef20fd6,8,adam,0.0001,0,97,3,4,64,0,0,0,80000,0.9979999661445618,1.0,0.7820000648498535
0acb79e7,6dc71cae,8,adam,0.0001,0,7,3,4,64,0,0,0,90000,1.0,1.0,0.8330000638961792
0acb79e7,8e1c81e8,8,adam,0.0001,0,53,3,4,64,0,0,0,90000,1.0,1.0,0.9480000734329224
0acb79e7,c6962a2b,8,adam,0.0001,0,71,3,4,64,0,0,0,90000,1.0,1.0,0.9040000438690186
0acb79e7,26bef1f1,8,adam,0.0001,0,19,3,4,64,0,0,0,90000,1.0,1.0,0.7220000624656677
0acb79e7,84b7f2a7,8,adam,0.0001,0,37,3,4,64,0,0,0,90000,1.0,1.0,0.7460000514984131
0acb79e7,74f334e4,8,adam,0.0001,0,113,3,4,64,0,0,0,90000,0.9980999827384948,1.0,0.9320000410079956
0acb79e7,e19a7227,8,adam,0.0001,0,131,3,4,64,0,0,0,90000,1.0,1.0,0.9650000333786012
0acb79e7,7ef20fd6,8,adam,0.0001,0,97,3,4,64,0,0,0,90000,0.9994999766349792,1.0,0.9250000715255736
0acb79e7,6dc71cae,8,adam,0.0001,0,7,3,4,64,0,0,0,100000,1.0,1.0,0.8340000510215759
0acb79e7,8e1c81e8,8,adam,0.0001,0,53,3,4,64,0,0,0,100000,1.0,1.0,0.9480000734329224
0acb79e7,c6962a2b,8,adam,0.0001,0,71,3,4,64,0,0,0,100000,1.0,1.0,0.9110000729560852
0acb79e7,26bef1f1,8,adam,0.0001,0,19,3,4,64,0,0,0,100000,1.0,1.0,0.7240000367164612
0acb79e7,74f334e4,8,adam,0.0001,0,113,3,4,64,0,0,0,100000,0.9991999864578248,1.0,0.9640000462532043
0acb79e7,84b7f2a7,8,adam,0.0001,0,37,3,4,64,0,0,0,100000,1.0,1.0,0.7610000371932983
0acb79e7,e19a7227,8,adam,0.0001,0,131,3,4,64,0,0,0,100000,0.9961999654769896,1.0,0.9530000686645508
0acb79e7,7ef20fd6,8,adam,0.0001,0,97,3,4,64,0,0,0,100000,1.0,1.0,0.928000032901764
0acb79e7,6dc71cae,8,adam,0.0001,0,7,3,4,64,0,0,0,110000,1.0,1.0,0.8360000252723694
0acb79e7,6dc71cae,8,adam,0.0001,0,7,3,4,64,0,0,0,120000,1.0,1.0,0.8360000252723694
0acb79e7,8e1c81e8,8,adam,0.0001,0,53,3,4,64,0,0,0,110000,1.0,1.0,0.9470000267028807
0acb79e7,26bef1f1,8,adam,0.0001,0,19,3,4,64,0,0,0,110000,1.0,1.0,0.7290000319480896
0acb79e7,84b7f2a7,8,adam,0.0001,0,37,3,4,64,0,0,0,110000,1.0,1.0,0.7690000534057617
0acb79e7,74f334e4,8,adam,0.0001,0,113,3,4,64,0,0,0,110000,1.0,1.0,0.9700000286102296
0acb79e7,c6962a2b,8,adam,0.0001,0,71,3,4,64,0,0,0,110000,1.0,1.0,0.9080000519752502
0acb79e7,e19a7227,8,adam,0.0001,0,131,3,4,64,0,0,0,110000,0.9960999488830566,1.0,0.9330000281333924
0acb79e7,7ef20fd6,8,adam,0.0001,0,97,3,4,64,0,0,0,110000,0.9995999932289124,1.0,0.843000054359436
0acb79e7,6dc71cae,8,adam,0.0001,0,7,3,4,64,0,0,0,130000,1.0,1.0,0.8370000123977661
0acb79e7,6dc71cae,8,adam,0.0001,0,7,3,4,64,0,0,0,140000,1.0,1.0,0.8450000286102295
0acb79e7,8e1c81e8,8,adam,0.0001,0,53,3,4,64,0,0,0,120000,1.0,1.0,0.9480000734329224
0acb79e7,26bef1f1,8,adam,0.0001,0,19,3,4,64,0,0,0,120000,1.0,1.0,0.7330000400543213
0acb79e7,84b7f2a7,8,adam,0.0001,0,37,3,4,64,0,0,0,120000,1.0,1.0,0.7730000615119934
0acb79e7,e19a7227,8,adam,0.0001,0,131,3,4,64,0,0,0,120000,0.998699963092804,1.0,0.987000048160553
0acb79e7,c6962a2b,8,adam,0.0001,0,71,3,4,64,0,0,0,120000,0.995799958705902,1.0,0.9650000333786012
0acb79e7,74f334e4,8,adam,0.0001,0,113,3,4,64,0,0,0,120000,1.0,1.0,0.9700000286102296
0acb79e7,7ef20fd6,8,adam,0.0001,0,97,3,4,64,0,0,0,120000,1.0,1.0,0.8370000123977661
0acb79e7,6dc71cae,8,adam,0.0001,0,7,3,4,64,0,0,0,150000,1.0,1.0,0.8510000109672546
0acb79e7,6dc71cae,8,adam,0.0001,0,7,3,4,64,0,0,0,160000,0.9967999458312988,1.0,0.8920000195503235
0acb79e7,8e1c81e8,8,adam,0.0001,0,53,3,4,64,0,0,0,130000,1.0,1.0,0.9500000476837158
0acb79e7,26bef1f1,8,adam,0.0001,0,19,3,4,64,0,0,0,130000,1.0,1.0,0.734000027179718
0acb79e7,e19a7227,8,adam,0.0001,0,131,3,4,64,0,0,0,130000,0.9993000030517578,1.0,0.9950000643730164
0acb79e7,84b7f2a7,8,adam,0.0001,0,37,3,4,64,0,0,0,130000,1.0,1.0,0.7780000567436218
0acb79e7,c6962a2b,8,adam,0.0001,0,71,3,4,64,0,0,0,130000,0.9990999698638916,1.0,0.9410000443458556
